## Las primeras 200 lineas corresponden a la esfera 1 
##las siguienets 250 lineas a la esfera 2
## Las primeras tres columnas corresponden a la posición en 'x', 'y' y 'z', dadas en kpc, las siguientes tres a las velocidades, dadas en km/s
-26.984 	136.392 	-61.316 	-79.111 	79.782 	-16.433 	
248.120 	-270.487 	182.278 	44.693 	-3.671 	-18.194 	
194.529 	-297.518 	154.052 	9.165 	-34.783 	22.961 	
134.061 	101.687 	-42.498 	36.030 	16.580 	5.326 	
93.504 	-92.625 	-40.261 	66.390 	48.886 	23.881 	
143.326 	-160.858 	-13.027 	-24.723 	-45.770 	30.495 	
123.967 	13.893 	-29.852 	55.769 	-35.174 	-47.322 	
704.291 	328.398 	1307.167 	84.498 	41.305 	146.431 	
78.362 	-51.329 	-4.745 	46.785 	-55.034 	-71.486 	
103.281 	-9.209 	-37.652 	54.072 	-7.076 	-26.238 	
-155.732 	23.201 	-152.533 	9.416 	40.727 	-4.316 	
7358.031 	1165.252 	495.076 	789.808 	128.402 	56.258 	
203.922 	-48.381 	10.460 	54.569 	-34.510 	-40.718 	
-59.711 	223.620 	-814.270 	-16.835 	43.821 	-147.688 	
123.985 	-71.362 	-44.459 	43.646 	2.433 	18.046 	
79.944 	-72.044 	-46.080 	104.990 	-16.432 	-43.242 	
110.859 	-36.519 	15.017 	37.036 	24.022 	-19.219 	
92.027 	-79.607 	44.693 	28.915 	69.274 	13.727 	
170.982 	-118.277 	40.524 	-9.722 	25.660 	10.801 	
180.919 	5.594 	-150.511 	60.580 	42.393 	9.120 	
74.673 	-36.897 	-62.891 	-2.628 	-1.181 	33.231 	
264.688 	-114.413 	78.651 	47.591 	6.917 	-6.500 	
165.912 	16.831 	-19.233 	66.308 	-16.009 	14.061 	
165.132 	25.044 	-48.454 	55.439 	16.693 	1.062 	
189.302 	-15.704 	0.964 	44.512 	-32.794 	-23.782 	
-183.688 	-465.536 	-156.843 	-128.452 	-226.662 	-61.114 	
175.863 	-60.681 	-49.191 	20.829 	26.637 	-18.877 	
277.401 	-353.085 	-143.838 	46.558 	-28.172 	-3.290 	
151.040 	-136.408 	33.272 	42.516 	-30.502 	-17.208 	
190.245 	191.756 	34.650 	69.993 	102.468 	34.014 	
166.657 	-127.342 	21.391 	37.862 	-14.543 	56.317 	
-176.559 	-190.356 	94.267 	4.857 	-25.103 	32.999 	
125.533 	-42.533 	-4.768 	-42.126 	-16.841 	-6.076 	
92.738 	75.979 	13.416 	17.805 	-17.031 	0.582 	
175.578 	-24.479 	-0.710 	40.452 	-70.458 	21.407 	
-273.878 	-53.775 	-136.532 	0.613 	-2.826 	-25.417 	
216.047 	-359.502 	39.583 	48.231 	7.642 	-7.787 	
-12.650 	-2563.452 	-134.934 	-5.424 	-344.036 	-25.305 	
11.135 	-25.754 	77.778 	47.339 	14.528 	59.276 	
115.971 	-6.208 	-105.854 	24.506 	33.027 	-15.067 	
197.779 	-25.910 	-50.269 	18.641 	-19.629 	13.650 	
75.098 	-91.836 	53.694 	92.641 	10.070 	-1.025 	
157.199 	40.415 	-32.216 	55.337 	4.347 	-49.432 	
325.183 	-130.592 	22.663 	45.578 	-11.547 	10.913 	
120.571 	-62.449 	-122.410 	49.762 	-44.813 	-2.781 	
-623.341 	-156.555 	-465.435 	-118.109 	-36.983 	-98.947 	
-19.887 	-88.763 	-36.842 	8.815 	11.377 	23.229 	
107.065 	-82.857 	21.366 	-44.277 	-12.092 	14.736 	
145.829 	-145.243 	-93.854 	19.180 	10.383 	-29.731 	
71.087 	-89.667 	-81.783 	62.786 	-20.950 	41.385 	
117.083 	-45.673 	65.092 	23.565 	-11.127 	-3.697 	
121.367 	-7.435 	-139.651 	23.431 	-14.351 	-2.376 	
-21.485 	-63.965 	13.532 	19.977 	24.118 	-28.492 	
209.046 	-12.880 	-47.342 	3.404 	12.157 	-21.523 	
85.692 	-64.696 	-69.234 	67.317 	41.277 	-30.715 	
48.866 	-33.769 	-2.349 	38.778 	45.766 	-31.772 	
15.234 	-95.313 	36.086 	56.472 	-26.286 	32.269 	
146.335 	-88.469 	-25.297 	88.621 	-19.216 	-13.577 	
356.693 	49.121 	-62.764 	63.192 	-5.015 	13.983 	
185.993 	-77.702 	-83.610 	58.134 	19.566 	28.576 	
61.760 	-37.067 	46.365 	28.512 	28.688 	-11.751 	
79.516 	18.679 	-38.211 	-2.639 	5.767 	48.312 	
66.256 	158.747 	-256.652 	40.349 	8.369 	-13.198 	
101.461 	-31.122 	16.094 	45.637 	-56.435 	78.811 	
82.662 	-62.156 	11.624 	-21.273 	59.475 	36.147 	
44.873 	-44.481 	5.318 	65.669 	16.301 	-80.418 	
73.327 	-125.611 	-24.486 	71.500 	17.027 	-28.963 	
176.341 	-66.692 	-13.521 	60.130 	-7.923 	29.043 	
1285.919 	376.642 	15.748 	162.817 	28.774 	5.841 	
103.581 	80.013 	-34.326 	36.764 	3.621 	6.031 	
178.394 	-17.855 	52.238 	16.688 	3.154 	48.727 	
199.972 	23.743 	-92.603 	5.685 	-24.863 	-24.400 	
46.218 	-13.137 	22.698 	24.808 	29.754 	26.554 	
89.175 	-62.751 	-49.401 	46.663 	-42.427 	86.637 	
-426.749 	280.284 	228.071 	-49.973 	39.253 	20.916 	
95.032 	-24.526 	6.224 	7.426 	57.465 	-24.000 	
55.009 	-109.584 	-29.205 	21.864 	19.158 	-53.377 	
63.411 	-131.443 	-84.958 	62.459 	1.768 	38.898 	
84.878 	-26.269 	-14.292 	11.870 	-39.910 	31.861 	
285.251 	-102.455 	14.862 	37.303 	-30.049 	-0.327 	
60.381 	-183.432 	26.832 	14.061 	0.498 	20.568 	
77.261 	-72.784 	-40.437 	11.827 	14.771 	-18.783 	
164.463 	57.268 	-12.372 	34.674 	2.455 	-51.962 	
-37.314 	114.241 	2.464 	43.651 	-0.831 	9.356 	
1178.758 	413.239 	279.035 	261.743 	74.630 	51.269 	
184.581 	-137.029 	-32.455 	-10.920 	-38.341 	-19.980 	
250.278 	-25.399 	17.197 	54.964 	-21.374 	-44.874 	
153.790 	-49.579 	63.364 	10.067 	-38.285 	23.512 	
-25.076 	62.116 	-22.994 	26.851 	-20.046 	31.123 	
-13.936 	-58.995 	-1.127 	-42.478 	23.036 	11.362 	
145.978 	12.791 	12.205 	36.638 	-24.713 	-63.452 	
89.484 	42.256 	71.232 	64.503 	-25.808 	-29.591 	
172.156 	-43.591 	-76.581 	23.698 	14.179 	35.507 	
126.153 	12.177 	-49.915 	97.969 	-40.951 	43.530 	
132.065 	7.056 	-94.815 	55.853 	9.140 	35.603 	
-93.318 	-85.654 	-94.487 	28.277 	-10.684 	-16.963 	
114.007 	13.688 	-35.376 	86.672 	-6.560 	2.507 	
-32.231 	-141.438 	-65.210 	35.868 	-16.105 	-8.929 	
88.265 	-60.500 	-41.550 	19.280 	-27.983 	-43.701 	
33.855 	-28.057 	-36.317 	35.126 	-59.795 	-3.643 	
-114.413 	-143.613 	57.012 	19.295 	-11.365 	-11.134 	
246.598 	-19.515 	236.409 	34.117 	2.067 	3.934 	
165.027 	-71.980 	-54.122 	-44.777 	-12.002 	14.654 	
8.506 	74.687 	-142.259 	13.796 	-15.368 	-8.935 	
-34.924 	-68.950 	114.363 	-24.773 	-6.075 	36.300 	
117.364 	-24.014 	-40.263 	18.928 	-14.469 	-84.648 	
120.011 	-62.026 	34.355 	46.055 	-35.555 	-6.234 	
-7237.419 	-341.999 	-1642.999 	-795.391 	-33.635 	-175.274 	
138.555 	14.782 	-108.115 	58.520 	-23.202 	5.573 	
-9643.912 	-5114.245 	-30612.342 	-2445.127 	-1279.713 	-7764.278 	
114.221 	-105.406 	67.661 	9.985 	23.686 	-10.495 	
113.388 	-71.647 	-51.139 	23.777 	-27.699 	15.899 	
-1265.864 	-746.676 	933.300 	-165.561 	-96.887 	125.162 	
199.556 	14.733 	92.762 	37.796 	-23.421 	46.332 	
